Order,Site,Site Abbrev,Sampling Event,Bin,SAMPLE #,Sample ID,Date,Time,FL (mm),Field Run ID,Fin Clip (Y/N),Comments,USFWS Biosample ID,
259,Feather-RM17,F1722,3,A,9,F1722_3_A_9,2/10/2022,10:55,40,Fall,Y,,,
260,Feather-RM17,F1722,3,A,10,F1722_3_A_10,2/10/2022,10:55,36,Fall,Y,,,
261,Feather-RM17,F1722,3,A,11,F1722_3_A_11,2/10/2022,11:00,38,Fall,Y,,,
262,Feather-RM17,F1722,3,A,12,F1722_3_A_12,2/10/2022,11:00,40,Fall,Y,,,
263,Feather-RM17,F1722,3,A,13,F1722_3_A_13,2/10/2022,11:00,35,Fall,Y,,,
264,Feather-RM17,F1722,3,A,14,F1722_3_A_14,2/10/2022,11:00,36,Fall,Y,,,
265,Feather-RM17,F1722,4,A,1,F1722_4_A_1,2/21/2022,12:30,37,Fall,Y,,,
266,Feather-RM17,F1722,4,A,2,F1722_4_A_2,2/21/2022,12:35,37,n/r,Y,,,
267,Feather-RM17,F1722,4,A,3,F1722_4_A_3,2/21/2022,12:40,39,n/r,Y,,,
268,Feather-RM17,F1722,4,A,4,F1722_4_A_4,2/21/2022,12:45,37,n/r,Y,,,
269,Feather-RM17,F1722,4,A,5,F1722_4_A_5,2/21/2022,12:48,40,n/r,Y,,,
270,Feather-RM17,F1722,4,A,6,F1722_4_A_6,2/21/2022,12:51,36,n/r,Y,,,
271,Feather-RM17,F1722,4,A,7,F1722_4_A_7,2/21/2022,12:56,38,n/r,Y,,,
272,Feather-RM17,F1722,4,A,8,F1722_4_A_8,2/21/2022,13:00,36,n/r,Y,,,
273,Feather-RM17,F1722,4,A,9,F1722_4_A_9,2/21/2022,13:04,38,n/r,Y,,,
274,Feather-RM17,F1722,4,A,10,F1722_4_A_10,2/21/2022,13:08,39,n/r,Y,,,
275,Feather-RM17,F1722,4,A,11,F1722_4_A_11,2/21/2022,13:12,43,n/r,Y,,,
276,Feather-RM17,F1722,4,A,12,F1722_4_A_12,2/21/2022,13:17,48,n/r,Y,,,
277,Feather-RM17,F1722,4,A,13,F1722_4_A_13,2/21/2022,13:21,37,n/r,Y,,,
278,Feather-RM17,F1722,4,A,14,F1722_4_A_14,2/21/2022,13:29,50,n/r,Y,,,
279,Feather-RM17,F1722,4,A,15,F1722_4_A_15,2/21/2022,13:34,42,n/r,Y,,,
280,Feather-RM17,F1722,4,A,16,F1722_4_A_16,2/22/2022,12:25,36,n/r,Y,,,
281,Feather-RM17,F1722,4,A,17,F1722_4_A_17,2/22/2022,12:28,37,n/r,Y,,,
282,Feather-RM17,F1722,4,A,18,F1722_4_A_18,2/22/2022,12:30,36,n/r,Y,,,
283,Feather-RM17,F1722,4,A,19,F1722_4_A_19,2/22/2022,12:32,41,n/r,Y,,,
284,Feather-RM17,F1722,4,A,20,F1722_4_A_20,2/22/2022,12:33,39,n/r,Y,,,
285,Feather-RM17,F1722,4,A,21,F1722_4_A_21,2/22/2022,12:35,36,n/r,Y,,,
286,Feather-RM17,F1722,4,A,22,F1722_4_A_22,2/22/2022,12:37,37,n/r,Y,,,
287,Feather-RM17,F1722,4,A,23,F1722_4_A_23,2/22/2022,12:38,37,n/r,Y,,,
288,Feather-RM17,F1722,4,A,24,F1722_4_A_24,2/22/2022,12:40,49,n/r,Y,,,
289,Feather-RM17,F1722,4,A,25,F1722_4_A_25,2/22/2022,12:42,36,n/r,Y,,,
290,Feather-RM17,F1722,4,A,26,F1722_4_A_26,2/22/2022,12:43,38,n/r,Y,,,
291,Feather-RM17,F1722,4,A,27,F1722_4_A_27,2/22/2022,12:45,35,n/r,Y,,,
292,Feather-RM17,F1722,4,A,28,F1722_4_A_28,2/22/2022,12:47,37,n/r,Y,,,
293,Feather-RM17,F1722,4,A,29,F1722_4_A_29,2/22/2022,12:48,39,n/r,Y,,,
294,Feather-RM17,F1722,4,A,30,F1722_4_A_30,2/22/2022,12:50,36,n/r,Y,,,
295,Feather-RM17,F1722,4,B,1,F1722_4_B_1,2/21/2022,13:26,51,n/r,Y,,,
296,Feather-RM17,F1722,4,B,2,F1722_4_B_2,2/22/2022,12:15,52,n/r,Y,,,
297,Feather-RM17,F1722,4,B,3,F1722_4_B_3,2/22/2022,12:18,53,n/r,Y,,,
298,Feather-RM17,F1722,4,B,4,F1722_4_B_4,2/22/2022,12:21,51,n/r,Y,,,
299,Feather-RM17,F1722,5,A,1,F1722_5_A_1,3/7/2022,11:20,65,n/r,Y,Mort.,,
300,Feather-RM17,F1722,5,A,2,F1722_5_A_2,3/7/2022,11:21,38,n/r,Y,Mort.,,
301,Feather-RM17,F1722,5,A,3,F1722_5_A_3,3/7/2022,11:25,52,n/r,Y,Mort.,,
302,Feather-RM17,F1722,5,A,4,F1722_5_A_4,3/7/2022,11:27,37,n/r,Y,Mort.,,
303,Feather-RM17,F1722,5,A,5,F1722_5_A_5,3/7/2022,11:30,50,n/r,Y,Mort.,,
304,Feather-RM17,F1722,5,A,6,F1722_5_A_6,3/7/2022,11:36,40,n/r,Y,,,
305,Feather-RM17,F1722,5,A,7,F1722_5_A_7,3/8/2022,10:53,53,n/r,Y,,,
306,Feather-RM17,F1722,5,A,8,F1722_5_A_8,3/8/2022,10:56,45,n/r,Y,Mort.,,
307,Feather-RM17,F1722,5,A,9,F1722_5_A_9,3/8/2022,10:57,50,n/r,Y,Mort.,,
308,Feather-RM17,F1722,5,A,10,F1722_5_A_10,3/8/2022,11:00,45,n/r,Y,Mort.,,
309,Feather-RM17,F1722,5,A,11,F1722_5_A_11,3/8/2022,11:02,45,n/r,Y,,,
310,Feather-RM17,F1722,5,A,12,F1722_5_A_12,3/8/2022,11:05,46,n/r,Y,,,
311,Feather-RM17,F1722,5,A,13,F1722_5_A_13,3/8/2022,11:06,55,n/r,Y,,,
312,Feather-RM17,F1722,5,A,14,F1722_5_A_14,3/8/2022,11:08,35,n/r,Y,,,
313,Feather-RM17,F1722,5,A,15,F1722_5_A_15,3/8/2022,11:10,38,n/r,Y,,,
314,Feather-RM17,F1722,5,A,16,F1722_5_A_16,3/8/2022,11:15,64,n/r,Y,,,
315,Feather-RM17,F1722,5,A,17,F1722_5_A_17,3/8/2022,11:18,37,n/r,Y,,,
316,Feather-RM17,F1722,5,A,18,F1722_5_A_18,3/8/2022,11:20,44,n/r,Y,,,
317,Feather-RM17,F1722,5,A,19,F1722_5_A_19,3/8/2022,11:22,38,n/r,Y,,,
318,Feather-RM17,F1722,6,A,1,F1722_6_A_1,3/21/2022,10:34,45,n/r,Y,,,
319,Feather-RM17,F1722,6,A,2,F1722_6_A_2,3/21/2022,10:37,53,n/r,Y,,,
320,Feather-RM17,F1722,6,A,3,F1722_6_A_3,3/21/2022,10:39,52,n/r,Y,,,
321,Feather-RM17,F1722,6,A,4,F1722_6_A_4,3/21/2022,10:43,48,n/r,Y,,,
322,Feather-RM17,F1722,6,A,5,F1722_6_A_5,3/21/2022,10:45,48,n/r,Y,,,
323,Feather-RM17,F1722,6,A,6,F1722_6_A_6,3/21/2022,10:46,50,n/r,Y,,,
324,Feather-RM17,F1722,6,A,7,F1722_6_A_7,3/21/2022,10:50,51,n/r,Y,,,
325,Feather-RM17,F1722,6,A,8,F1722_6_A_8,3/21/2022,10:52,40,n/r,Y,,,
326,Feather-RM17,F1722,6,A,9,F1722_6_A_9,3/21/2022,10:54,49,n/r,Y,,,
327,Feather-RM17,F1722,6,A,10,F1722_6_A_10,3/21/2022,10:59,44,n/r,Y,,,
328,Feather-RM17,F1722,6,A,11,F1722_6_A_11,3/21/2022,11:01,40,n/r,Y,,,
329,Feather-RM17,F1722,6,A,12,F1722_6_A_12,3/21/2022,11:03,50,n/r,Y,,,
330,Feather-RM17,F1722,6,A,13,F1722_6_A_13,3/22/2022,11:21,46,n/r,Y,,,
331,Feather-RM17,F1722,6,A,14,F1722_6_A_14,3/22/2022,11:23,51,n/r,Y,,,
332,Feather-RM17,F1722,6,A,15,F1722_6_A_15,3/22/2022,11:25,52,n/r,Y,,,
333,Feather-RM17,F1722,6,A,16,F1722_6_A_16,3/22/2022,11:26,44,n/r,Y,,,
334,Feather-RM17,F1722,6,A,17,F1722_6_A_17,3/22/2022,11:28,38,n/r,Y,,,
335,Feather-RM17,F1722,6,A,18,F1722_6_A_18,3/22/2022,11:30,37,n/r,Y,,,
336,Feather-RM17,F1722,6,A,19,F1722_6_A_19,3/22/2022,11:31,44,n/r,Y,,,
337,Feather-RM17,F1722,6,A,20,F1722_6_A_20,3/22/2022,11:33,52,n/r,Y,,,
338,Feather-RM17,F1722,6,A,21,F1722_6_A_21,3/22/2022,11:35,40,n/r,Y,,,
339,Feather-RM17,F1722,6,A,22,F1722_6_A_22,3/22/2022,11:36,48,n/r,Y,,,
340,Feather-RM17,F1722,6,A,23,F1722_6_A_23,3/22/2022,11:38,52,n/r,Y,,,
341,Feather-RM17,F1722,6,A,24,F1722_6_A_24,3/22/2022,11:40,52,n/r,Y,,,
342,Feather-RM17,F1722,6,A,25,F1722_6_A_25,3/22/2022,11:42,46,n/r,Y,,,
343,Feather-RM17,F1722,6,A,26,F1722_6_A_26,3/22/2022,11:45,63,n/r,Y,,,
344,Feather-RM17,F1722,6,A,27,F1722_6_A_27,3/22/2022,11:45,55,n/r,Y,,,
345,Feather-RM17,F1722,6,A,28,F1722_6_A_28,3/22/2022,11:47,41,n/r,Y,,,
346,Feather-RM17,F1722,6,A,29,F1722_6_A_29,3/22/2022,11:48,51,n/r,Y,,,
347,Feather-RM17,F1722,6,A,30,F1722_6_A_30,3/22/2022,11:52,53,n/r,Y,,,
348,Feather-RM17,F1722,7,A,1,F1722_7_A_1,4/4/2022,11:05,56,Fall,Y,,,
349,Feather-RM17,F1722,7,A,2,F1722_7_A_2,4/4/2022,11:09,56,Fall,Y,,,
350,Feather-RM17,F1722,7,A,3,F1722_7_A_3,4/4/2022,11:12,44,Fall,Y,,,
351,Feather-RM17,F1722,7,A,4,F1722_7_A_4,4/4/2022,11:30,48,Fall,Y,,,
352,Feather-RM17,F1722,7,A,5,F1722_7_A_5,4/4/2022,11:33,45,Fall,Y,,,
353,Feather-RM17,F1722,7,A,6,F1722_7_A_6,4/5/2022,11:30,51,Fall,Y,,,
354,Feather-RM17,F1722,7,A,7,F1722_7_A_7,4/5/2022,11:32,49,Fall,Y,Mort,,
355,Feather-RM17,F1722,7,A,8,F1722_7_A_8,4/5/2022,11:36,51,Fall,Y,,,
356,Feather-RM17,F1722,7,A,9,F1722_7_A_9,4/5/2022,11:39,55,Fall,Y,,,
357,Feather-RM17,F1722,7,A,10,F1722_7_A_10,4/5/2022,11:46,42,Fall,Y,Mort,,
358,Feather-RM17,F1722,7,A,11,F1722_7_A_11,4/5/2022,11:40,54,Fall,Y,,,
359,Feather-RM17,F1722,7,A,12,F1722_7_A_12,4/5/2022,11:55,52,Fall,Y,,,
360,Feather-RM17,F1722,7,A,13,F1722_7_A_13,4/5/2022,12:00,35,Fall,Y,,,
361,Feather-RM17,F1722,7,A,14,F1722_7_A_14,4/5/2022,11:40,54,Fall,Y,,,
362,Feather-RM17,F1722,7,A,15,F1722_7_A_15,n/r,n/r,49,Fall,Y,,,
363,Feather-RM17,F1722,7,A,16,F1722_7_A_16,n/r,n/r,54,Fall,Y,,,
364,Feather-RM17,F1722,7,A,17,F1722_7_A_17,n/r,n/r,49,Fall,Y,,,
365,Feather-RM17,F1722,7,A,18,F1722_7_A_18,n/r,n/r,61,Fall,Y,,,
366,Feather-RM17,F1722,7,B,2,F1722_7_B_2,4/5/2022,11:50,80,Spring,Y,,,
367,Feather-RM17,F1722,8,A,1,F1722_8_A_1,4/18/2022,10:51,37,Fall,Y,,,
368,Feather-RM17,F1722,8,A,2,F1722_8_A_2,4/22/2022,11:10,55,Fall,Y,,,
369,Feather-RM17,F1722,8,A,3,F1722_8_A_3,4/23/2022,11:13,42,Fall,Y,,,
370,Feather-RM17,F1722,8,A,4,F1722_8_A_4,4/25/2022,11:28,62,Fall,Y,Dead,,
371,Feather-RM17,F1722,8,A,5,F1722_8_A_5,4/25/2022,11:33,50,Fall,Y,,,
372,Feather-RM17,F1722,8,A,6,F1722_8_A_6,4/25/2022,11:37,53,Fall,Y,,,
373,Feather-RM17,F1722,8,A,7,F1722_8_A_7,4/27/2022,12:10,63,Fall,Y,,,
374,Feather-RM17,F1722,8,B,1,F1722_8_B_1,4/18/2022,10:55,75,Fall,Y,,,
375,Feather-RM17,F1722,8,B,2,F1722_8_B_2,4/20/2022,10:55,80,Fall,Y,,,
376,Feather-RM17,F1722,8,B,3,F1722_8_B_3,4/25/2022,11:31,84,Fall,Y,,,
377,Feather-RM17,F1722,8,B,4,F1722_8_B_4,4/25/2022,11:36,84,Fall,Y,,,
378,Feather-RM17,F1722,8,B,5,F1722_8_B_5,4/27/2022,12:00,81,Fall,Y,,,
379,Feather-RM17,F1722,9,A,1,F1722_9_A_1,5/2/2022,11:07,63,Fall,Y,Dead,,
380,Feather-RM17,F1722,9,A,2,F1722_9_A_2,5/2/2022,11:08,50,Fall,Y,Dead,,
381,Feather-RM17,F1722,9,A,3,F1722_9_A_3,5/2/2022,11:10,38,Late Fall,Y,Dead,,
382,Feather-RM17,F1722,9,A,4,F1722_9_A_4,5/2/2022,11:11,44,Fall,Y,Potential C. shasta,,
383,Feather-RM17,F1722,9,A,5,F1722_9_A_5,5/2/2022,11:12,63,Fall,Y,,,
384,Feather-RM17,F1722,9,A,6,F1722_9_A_6,5/3/2022,10:45,62,Fall,Y,Dead,,
385,Feather-RM17,F1722,9,A,7,F1722_9_A_7,5/3/2022,10:47,61,Fall,Y,Dead,,
386,Feather-RM17,F1722,9,A,8,F1722_9_A_8,5/3/2022,10:52,58,Fall,Y,,,
387,Feather-RM17,F1722,9,A,9,F1722_9_A_9,5/3/2022,10:54,51,Fall,Y,,,
388,Feather-RM17,F1722,9,A,10,F1722_9_A_10,5/5/2022,11:49,58,Fall,Y,Dead,,
389,Feather-RM17,F1722,9,A,11,F1722_9_A_11,5/5/2022,11:51,62,Fall,Y,,,
390,Feather-RM17,F1722,9,A,12,F1722_9_A_12,5/5/2022,11:54,52,Fall,Y,,,
391,Feather-RM17,F1722,9,A,13,F1722_9_A_13,5/5/2022,11:55,43,Fall,Y,,,
392,Feather-RM17,F1722,9,A,14,F1722_9_A_14,5/7/2022,10:44,55,Fall,N,No scissors,,
393,Feather-RM17,F1722,9,A,15,F1722_9_A_15,5/7/2022,10:46,62,Fall,N,Dead/no scissors,,
394,Feather-RM17,F1722,9,A,16,F1722_9_A_16,5/7/2022,10:48,50,Fall,N,Dead/no scissors,,
395,Feather-RM17,F1722,9,A,17,F1722_9_A_17,5/10/2022,11:08,53,Fall,N,No fin clip,,
396,Feather-RM17,F1722,9,A,18,F1722_9_A_18,5/10/2022,11:11,61,Fall,Y,,,
397,Feather-RM17,F1722,9,A,19,F1722_9_A_19,5/10/2022,11:15,48,Fall,Y,,,
398,Feather-RM17,F1722,9,A,20,F1722_9_A_20,5/10/2022,11:18,63,Fall,Y,,,
399,Feather-RM17,F1722,9,A,21,F1722_9_A_21,5/10/2022,11:20,61,Fall,Y,,,
400,Feather-RM17,F1722,9,A,22,F1722_9_A_22,5/10/2022,11:22,53,Fall,Y,,,
401,Feather-RM17,F1722,9,A,23,F1722_9_A_23,5/10/2022,11:27,55,Fall,Y,,,
402,Feather-RM17,F1722,9,A,24,F1722_9_A_24,5/10/2022,11:30,64,Fall,Y,,,
403,Feather-RM17,F1722,9,A,25,F1722_9_A_25,5/11/2022,12:00,59,Fall,N,"No envelope, no fin clip, 4 nat",,
404,Feather-RM17,F1722,9,A,26,F1722_9_A_26,5/11/2022,12:02,63,Fall,N,"No envelope, no fin clip, 4 nat",,
405,Feather-RM17,F1722,9,A,27,F1722_9_A_27,5/11/2022,12:04,62,Fall,N,"No envelope, no fin clip, 4 nat",,
406,Feather-RM17,F1722,9,A,28,F1722_9_A_28,5/11/2022,12:06,63,Fall,N,"No envelope, no fin clip, 4 nat",,
407,Feather-RM17,F1722,9,A,29,F1722_9_A_29,5/11/2022,12:07,62,Fall,N,"No envelope, no fin clip, 4 nat",,
408,Feather-RM17,F1722,9,A,30,F1722_9_A_30,5/11/2022,12:14,58,Fall,N,"No envelope, no fin clip, 4 nat",,
409,Feather-RM17,F1722,9,B,1,F1722_9_B_1,5/3/2022,10:50,72,Fall,Y,,,
410,Feather-RM17,F1722,9,B,2,F1722_9_B_2,5/3/2022,11:40,74,Fall,Y,Dead,,
411,Feather-RM17,F1722,9,B,3,F1722_9_B_3,5/5/2022,11:42,72,Fall,Y,Dead,,
412,Feather-RM17,F1722,9,B,4,F1722_9_B_4,5/5/2022,11:44,87,Fall,Y,,,
413,Feather-RM17,F1722,9,B,5,F1722_9_B_5,5/5/2022,11:46,70,Fall,Y,,,
414,Feather-RM17,F1722,9,B,6,F1722_9_B_6,5/5/2022,11:48,76,Fall,Y,,,
415,Feather-RM17,F1722,9,B,7,F1722_9_B_7,5/7/2022,10:40,80,Fall,N,No scissors,,
416,Feather-RM17,F1722,9,B,8,F1722_9_B_8,5/7/2022,11:42,69,Fall,N,No scissors,,
417,Feather-RM17,F1722,9,B,9,F1722_9_B_9,5/8/2022,11:00,68,Fall,Y,,,
418,Feather-RM17,F1722,9,B,10,F1722_9_B_10,5/8/2022,11:00,69,Fall,Y,,,
419,Feather-RM17,F1722,9,B,11,F1722_9_B_11,5/10/2022,11:13,68,Fall,Y,,,
420,Feather-RM17,F1722,9,B,12,F1722_9_B_12,5/10/2022,11:15,68,Fall,Y,,,
421,Feather-RM17,F1722,9,B,13,F1722_9_B_13,5/10/2022,11:23,76,Fall,Y,,,
422,Feather-RM17,F1722,9,B,14,F1722_9_B_14,5/10/2022,11:30,97,Fall,Y,,,
423,Feather-RM17,F1722,9,B,15,F1722_9_B_15,5/11/2022,11:55,81,Fall,N,"No envelopes to do fin clips, 4 nat",,
424,Feather-RM17,F1722,9,B,16,F1722_9_B_16,5/11/2022,11:58,70,Fall,N,"No envelopes to do fin clips, 4 nat",,
425,Feather-RM17,F1722,9,B,17,F1722_9_B_17,5/11/2022,12:08,72,Fall,N,"No envelopes to do fin clips, 4 nat",,
426,Feather-RM17,F1722,9,B,18,F1722_9_B_18,5/11/2022,12:10,69,Fall,N,"No envelopes to do fin clips, 4 nat",,
427,Feather-RM17,F1722,9,B,19,F1722_9_B_19,5/11/2022,12:20,72,Fall,N,"Dead, no envelopes to do fin clips, 4 nat",,
428,Feather-RM17,F1722,9,B,20,F1722_9_B_20,5/11/2022,12:21,65,Fall,N,"Dead, no envelopes to do fin clips, 4 nat",,
429,Feather-RM17,F1722,9,B,21,F1722_9_B_21,5/12/2022,12:57,69,Fall,Y,,,
430,Feather-RM17,F1722,9,B,22,F1722_9_B_22,5/12/2022,12:59,87,Fall,Y,,,
431,Feather-RM17,F1722,9,B,23,F1722_9_B_23,5/12/2022,13:01,92,?,Y,Field Run ID unclear from datasheet scan (SJC),,
432,Feather-RM17,F1722,9,B,24,F1722_9_B_24,5/12/2022,13:02,85,Fall,Y,,,
433,Feather-RM17,F1722,9,B,25,F1722_9_B_25,5/12/2022,13:04,73,Fall,Y,,,
434,Feather-RM17,F1722,9,B,26,F1722_9_B_26,5/12/2022,13:06,67,Fall,Y,,,
435,Feather-RM17,F1722,9,B,27,F1722_9_B_27,5/12/2022,13:06,67,Fall,Y,,,
436,Feather-RM17,F1722,9,B,28,F1722_9_B_28,5/12/2022,13:07,75,Fall,Y,,,
437,Feather-RM17,F1722,9,B,29,F1722_9_B_29,5/12/2022,13:09,71,Fall,Y,,,
438,Feather-RM17,F1722,9,B,30,F1722_9_B_30,5/12/2022,13:11,68,Fall,Y,,,
439,Feather-RM17,F1722,10,A,1,F1722_10_A_1,5/16/2022,11:34,49,Fall,Y,Dead,,
440,Feather-RM17,F1722,10,A,2,F1722_10_A_2,5/16/2022,11:37,63,Fall,Y,Dead,,
441,Feather-RM17,F1722,10,A,3,F1722_10_A_3,5/16/2022,11:38,59,Fall,Y,Dead,,
442,Feather-RM17,F1722,10,A,4,F1722_10_A_4,5/16/2022,11:40,59,Fall,Y,Dead,,
443,Feather-RM17,F1722,10,A,5,F1722_10_A_5,5/16/2022,11:41,46,Fall,Y,Dead,,
444,Feather-RM17,F1722,10,A,6,F1722_10_A_6,5/16/2022,11:47,60,Fall,Y,,,
445,Feather-RM17,F1722,10,A,7,F1722_10_A_7,5/16/2022,11:48,55,Fall,Y,C. shasta?,,
446,Feather-RM17,F1722,10,A,8,F1722_10_A_8,5/16/2022,11:49,54,Fall,Y,,,
447,Feather-RM17,F1722,10,A,9,F1722_10_A_9,5/16/2022,11:51,53,Fall,Y,he's a fighter,,
448,Feather-RM17,F1722,10,A,10,F1722_10_A_10,5/16/2022,11:53,46,Fall,Y,,,
449,Feather-RM17,F1722,10,A,11,F1722_10_A_11,5/16/2022,11:55,43,Late Fall,Y,C. shasta,,
450,Feather-RM17,F1722,10,A,12,F1722_10_A_12,5/17/2022,11:44,40,Late Fall,Y,,,
451,Feather-RM17,F1722,10,A,13,F1722_10_A_13,5/17/2022,11:45,37,Late Fall,Y,Dead,,
452,Feather-RM17,F1722,10,A,14,F1722_10_A_14,5/17/2022,11:49,63,Fall,Y,,,
453,Feather-RM17,F1722,10,A,15,F1722_10_A_15,5/17/2022,12:00,61,Fall,Y,,,
454,Feather-RM17,F1722,10,A,16,F1722_10_A_16,5/17/2022,12:01,64,Fall,Y,,,
455,Feather-RM17,F1722,10,A,17,F1722_10_A_17,5/17/2022,12:05,59,Fall,Y,,,
456,Feather-RM17,F1722,10,A,18,F1722_10_A_18,5/17/2022,12:06,61,Fall,Y,,,
457,Feather-RM17,F1722,10,A,19,F1722_10_A_19,5/17/2022,12:08,54,Fall,Y,,,
458,Feather-RM17,F1722,10,A,20,F1722_10_A_20,5/17/2022,12:09,58,Fall,Y,,,
459,Feather-RM17,F1722,10,A,21,F1722_10_A_21,5/17/2022,12:10,47,Fall,Y,,,
460,Feather-RM17,F1722,10,A,22,F1722_10_A_22,5/17/2022,12:12,63,Fall,Y,,,
461,Feather-RM17,F1722,10,A,23,F1722_10_A_23,5/17/2022,12:13,62,Fall,Y,,,
462,Feather-RM17,F1722,10,A,24,F1722_10_A_24,5/17/2022,12:14,60,Fall,Y,,,
463,Feather-RM17,F1722,10,A,25,F1722_10_A_25,5/17/2022,12:16,50,Fall,Y,Dead,,
464,Feather-RM17,F1722,10,A,26,F1722_10_A_26,5/17/2022,12:17,58,Fall,Y,,,
465,Feather-RM17,F1722,10,A,27,F1722_10_A_27,5/17/2022,12:18,52,Fall,Y,,,
466,Feather-RM17,F1722,10,A,28,F1722_10_A_28,5/17/2022,12:19,48,Fall,Y,,,
467,Feather-RM17,F1722,10,A,29,F1722_10_A_29,5/17/2022,12:21,46,Fall,Y,,,
468,Feather-RM17,F1722,10,A,30,F1722_10_A_30,5/17/2022,12:22,50,Fall,Y,,,
469,Feather-RM17,F1722,10,B,1,F1722_10_B_1,5/16/2022,11:43,84,Fall,Y,,,
470,Feather-RM17,F1722,10,B,2,F1722_10_B_2,5/16/2022,11:44,67,Fall,Y,,,
471,Feather-RM17,F1722,10,B,3,F1722_10_B_3,5/17/2022,11:41,66,Fall,Y,,,
472,Feather-RM17,F1722,10,B,4,F1722_10_B_4,5/17/2022,11:42,66,Fall,Y,,,
473,Feather-RM17,F1722,10,B,5,F1722_10_B_5,5/17/2022,11:48,73,Fall,Y,,,
474,Feather-RM17,F1722,10,B,6,F1722_10_B_6,5/17/2022,11:50,66,Fall,Y,,,
475,Feather-RM17,F1722,10,B,7,F1722_10_B_7,5/17/2022,11:52,84,Fall,Y,,,
476,Feather-RM17,F1722,10,B,8,F1722_10_B_8,5/17/2022,11:53,76,Fall,Y,,,
477,Feather-RM17,F1722,10,B,9,F1722_10_B_9,5/17/2022,11:55,76,Fall,Y,,,
478,Feather-RM17,F1722,10,B,10,F1722_10_B_10,5/17/2022,11:57,69,Fall,Y,Dead,,
479,Feather-RM17,F1722,10,B,11,F1722_10_B_11,5/17/2022,11:58,70,Fall,Y,Dead,,
480,Feather-RM17,F1722,10,B,12,F1722_10_B_12,5/17/2022,12:03,65,Fall,Y,,,
481,Feather-RM17,F1722,10,B,13,F1722_10_B_13,5/18/2022,10:46,70,Fall,Y,,,
482,Feather-RM17,F1722,10,B,14,F1722_10_B_14,5/18/2022,10:44,73,Fall,Y,,,
483,Feather-RM17,F1722,10,B,15,F1722_10_B_15,5/19/2022,11:10,77,Fall,Y,,,
484,Feather-RM17,F1722,10,B,16,F1722_10_B_16,5/19/2022,11:16,77,Fall,Y,,,
485,Feather-RM17,F1722,10,B,17,F1722_10_B_17,5/19/2022,11:18,77,Fall,Y,,,
486,Feather-RM17,F1722,10,B,18,F1722_10_B_18,5/19/2022,11:19,66,Fall,Y,,,
487,Feather-RM17,F1722,10,B,19,F1722_10_B_19,5/19/2022,11:21,73,Fall,Y,,,
488,Feather-RM17,F1722,10,B,20,F1722_10_B_20,5/19/2022,11:23,68,Fall,Y,,,
489,Feather-RM17,F1722,10,B,21,F1722_10_B_21,5/19/2022,11:25,68,Fall,Y,,,
490,Feather-RM61,FTH,1,A,1,FTH_1_A_1,1/10/2022,10:54,39,Fall,N,,,
491,Feather-RM61,FTH,1,A,2,FTH_1_A_2,1/10/2022,10:56,41,Fall,N,,,
492,Feather-RM61,FTH,1,A,3,FTH_1_A_3,1/10/2022,11:01,35,Fall,N,,,
493,Feather-RM61,FTH,1,A,4,FTH_1_A_4,1/10/2022,11:03,36,Fall,N,,,
494,Feather-RM61,FTH,1,A,5,FTH_1_A_5,1/10/2022,11:05,34,Fall,N,,,
495,Feather-RM61,FTH,1,A,6,FTH_1_A_6,1/10/2022,11:07,38,Fall,N,,,
496,Feather-RM61,FTH,1,A,7,FTH_1_A_7,1/10/2022,11:10,35,Fall,N,,,
497,Feather-RM61,FTH,1,A,8,FTH_1_A_8,1/10/2022,11:12,34,Fall,N,,,
498,Feather-RM61,FTH,1,A,9,FTH_1_A_9,1/10/2022,11:15,36,Fall,N,,,
499,Feather-RM61,FTH,1,A,10,FTH_1_A_10,1/10/2022,11:17,35,Fall,N,,,
500,Feather-RM61,FTH,1,A,11,FTH_1_A_11,1/10/2022,11:19,37,Fall,N,,,
501,Feather-RM61,FTH,1,A,12,FTH_1_A_12,1/11/2022,9:56,34,Fall,N,,,
502,Feather-RM61,FTH,1,A,13,FTH_1_A_13,1/11/2022,10:00,35,Fall,N,,,
503,Feather-RM61,FTH,1,A,14,FTH_1_A_14,1/11/2022,10:02,33,Fall,N,,,
504,Feather-RM61,FTH,1,A,15,FTH_1_A_15,1/11/2022,10:04,33,Fall,N,,,
505,Feather-RM61,FTH,1,A,16,FTH_1_A_16,1/11/2022,10:06,43,Fall,N,,,
506,Feather-RM61,FTH,1,A,17,FTH_1_A_17,1/11/2022,10:08,34,Fall,N,,,
507,Feather-RM61,FTH,1,A,18,FTH_1_A_18,1/11/2022,10:10,38,Fall,N,,,
508,Feather-RM61,FTH,1,A,19,FTH_1_A_19,1/11/2022,10:12,33,Fall,N,,,
509,Feather-RM61,FTH,1,A,20,FTH_1_A_20,1/11/2022,10:14,33,Fall,N,,,
510,Feather-RM61,FTH,1,A,21,FTH_1_A_21,1/11/2022,10:16,34,Fall,N,,,
511,Feather-RM61,FTH,1,A,22,FTH_1_A_22,1/11/2022,10:18,34,Fall,N,,,
512,Feather-RM61,FTH,1,A,23,FTH_1_A_23,1/11/2022,10:20,33,Fall,N,,,
513,Feather-RM61,FTH,1,A,24,FTH_1_A_24,1/11/2022,10:22,35,Fall,N,,,
514,Feather-RM61,FTH,1,A,25,FTH_1_A_25,1/11/2022,10:24,36,Fall,N,,,
