location_code,sample_event_number,first_sample_date,sample_bin_code,min_fork_length,max_fork_length,expected_number_of_samples
DER,3,2022-02-07,B,45,65,8
DER,3,2022-02-07,B,45,65,8
DER,3,2022-02-07,B,45,65,8
DER,3,2022-02-07,B,45,65,8
DER,4,2022-02-21,A,25,45,8
DER,4,2022-02-21,A,25,45,8
DER,4,2022-02-21,A,25,45,8
DER,4,2022-02-21,A,25,45,8
DER,4,2022-02-21,A,25,45,8
DER,4,2022-02-21,A,25,45,8
DER,4,2022-02-21,A,25,45,8
DER,4,2022-02-21,A,25,45,8
DER,4,2022-02-21,B,45,65,8
DER,4,2022-02-21,B,45,65,8
DER,4,2022-02-21,B,45,65,8
DER,4,2022-02-21,B,45,65,8
DER,4,2022-02-21,B,45,65,8
DER,4,2022-02-21,B,45,65,8
DER,4,2022-02-21,B,45,65,8
DER,4,2022-02-21,B,45,65,8
DER,5,2022-03-07,A,25,45,8
DER,5,2022-03-07,A,25,45,8
DER,5,2022-03-07,A,25,45,8
DER,5,2022-03-07,A,25,45,8
DER,5,2022-03-07,A,25,45,8
DER,5,2022-03-07,A,25,45,8
DER,5,2022-03-07,A,25,45,8
DER,5,2022-03-07,A,25,45,8
DER,5,2022-03-07,B,45,65,8
DER,5,2022-03-07,B,45,65,8
DER,5,2022-03-07,B,45,65,8
DER,5,2022-03-07,B,45,65,8
DER,5,2022-03-07,B,45,65,8
DER,5,2022-03-07,B,45,65,8
DER,5,2022-03-07,B,45,65,8
DER,5,2022-03-07,B,45,65,8
DER,5,2022-03-07,C,65,85,8
DER,5,2022-03-07,C,65,85,8
DER,5,2022-03-07,C,65,85,8
DER,5,2022-03-07,C,65,85,8
DER,5,2022-03-07,C,65,85,8
DER,5,2022-03-07,C,65,85,8
DER,5,2022-03-07,C,65,85,8
DER,5,2022-03-07,C,65,85,8
DER,5,2022-03-07,D,85,105,8
DER,5,2022-03-07,D,85,105,8
DER,5,2022-03-07,D,85,105,8
DER,5,2022-03-07,D,85,105,8
DER,5,2022-03-07,D,85,105,8
DER,5,2022-03-07,D,85,105,8
DER,5,2022-03-07,D,85,105,8
DER,5,2022-03-07,D,85,105,8
DER,6,2022-03-21,A,25,45,8
DER,6,2022-03-21,A,25,45,8
DER,6,2022-03-21,A,25,45,8
DER,6,2022-03-21,A,25,45,8
DER,6,2022-03-21,A,25,45,8
DER,6,2022-03-21,A,25,45,8
DER,6,2022-03-21,A,25,45,8
DER,6,2022-03-21,A,25,45,8
DER,6,2022-03-21,B,45,65,8
DER,6,2022-03-21,B,45,65,8
DER,6,2022-03-21,B,45,65,8
DER,6,2022-03-21,B,45,65,8
DER,6,2022-03-21,B,45,65,8
DER,6,2022-03-21,B,45,65,8
DER,6,2022-03-21,B,45,65,8
DER,6,2022-03-21,B,45,65,8
DER,6,2022-03-21,C,65,85,8
DER,6,2022-03-21,C,65,85,8
DER,6,2022-03-21,C,65,85,8
DER,6,2022-03-21,C,65,85,8
DER,6,2022-03-21,C,65,85,8
DER,6,2022-03-21,C,65,85,8
DER,6,2022-03-21,C,65,85,8
DER,6,2022-03-21,C,65,85,8
DER,6,2022-03-21,D,85,105,8
DER,6,2022-03-21,D,85,105,8
DER,6,2022-03-21,D,85,105,8
DER,6,2022-03-21,D,85,105,8
DER,6,2022-03-21,D,85,105,8
DER,6,2022-03-21,D,85,105,8
DER,6,2022-03-21,D,85,105,8
DER,6,2022-03-21,D,85,105,8
DER,7,2022-04-04,A,25,45,8
DER,7,2022-04-04,A,25,45,8
DER,7,2022-04-04,A,25,45,8
DER,7,2022-04-04,A,25,45,8
DER,7,2022-04-04,A,25,45,8
DER,7,2022-04-04,A,25,45,8
DER,7,2022-04-04,A,25,45,8
DER,7,2022-04-04,A,25,45,8
DER,7,2022-04-04,B,45,65,8
DER,7,2022-04-04,B,45,65,8
DER,7,2022-04-04,B,45,65,8
DER,7,2022-04-04,B,45,65,8
DER,7,2022-04-04,B,45,65,8
DER,7,2022-04-04,B,45,65,8
DER,7,2022-04-04,B,45,65,8
DER,7,2022-04-04,B,45,65,8
DER,7,2022-04-04,C,65,85,8
DER,7,2022-04-04,C,65,85,8
DER,7,2022-04-04,C,65,85,8
DER,7,2022-04-04,C,65,85,8
DER,7,2022-04-04,C,65,85,8
DER,7,2022-04-04,C,65,85,8
DER,7,2022-04-04,C,65,85,8
DER,7,2022-04-04,C,65,85,8
DER,7,2022-04-04,D,85,105,8
DER,7,2022-04-04,D,85,105,8
DER,7,2022-04-04,D,85,105,8
DER,7,2022-04-04,D,85,105,8
DER,7,2022-04-04,D,85,105,8
DER,7,2022-04-04,D,85,105,8
DER,7,2022-04-04,D,85,105,8
DER,7,2022-04-04,D,85,105,8
DER,8,2022-04-18,A,25,45,8
DER,8,2022-04-18,A,25,45,8
DER,8,2022-04-18,A,25,45,8
DER,8,2022-04-18,A,25,45,8
DER,8,2022-04-18,A,25,45,8
DER,8,2022-04-18,A,25,45,8
DER,8,2022-04-18,A,25,45,8
DER,8,2022-04-18,A,25,45,8
DER,8,2022-04-18,B,45,65,8
DER,8,2022-04-18,B,45,65,8
DER,8,2022-04-18,B,45,65,8
DER,8,2022-04-18,B,45,65,8
DER,8,2022-04-18,B,45,65,8
DER,8,2022-04-18,B,45,65,8
DER,8,2022-04-18,B,45,65,8
DER,8,2022-04-18,B,45,65,8
DER,8,2022-04-18,C,65,85,8
DER,8,2022-04-18,C,65,85,8
DER,8,2022-04-18,C,65,85,8
DER,8,2022-04-18,C,65,85,8
DER,8,2022-04-18,C,65,85,8
DER,8,2022-04-18,C,65,85,8
DER,8,2022-04-18,C,65,85,8
DER,8,2022-04-18,C,65,85,8
DER,8,2022-04-18,D,85,105,8
DER,8,2022-04-18,D,85,105,8
DER,8,2022-04-18,D,85,105,8
DER,8,2022-04-18,D,85,105,8
DER,8,2022-04-18,D,85,105,8
DER,8,2022-04-18,D,85,105,8
DER,8,2022-04-18,D,85,105,8
DER,8,2022-04-18,D,85,105,8
DER,9,2022-05-02,A,25,45,8
DER,9,2022-05-02,A,25,45,8
DER,9,2022-05-02,A,25,45,8
DER,9,2022-05-02,A,25,45,8
DER,9,2022-05-02,A,25,45,8
DER,9,2022-05-02,A,25,45,8
DER,9,2022-05-02,A,25,45,8
DER,9,2022-05-02,A,25,45,8
DER,9,2022-05-02,B,45,65,8
DER,9,2022-05-02,B,45,65,8
DER,9,2022-05-02,B,45,65,8
DER,9,2022-05-02,B,45,65,8
DER,9,2022-05-02,B,45,65,8
DER,9,2022-05-02,B,45,65,8
DER,9,2022-05-02,B,45,65,8
DER,9,2022-05-02,B,45,65,8
DER,9,2022-05-02,C,65,85,8
DER,9,2022-05-02,C,65,85,8
DER,9,2022-05-02,C,65,85,8
DER,9,2022-05-02,C,65,85,8
DER,9,2022-05-02,C,65,85,8
DER,9,2022-05-02,C,65,85,8
DER,9,2022-05-02,C,65,85,8
DER,9,2022-05-02,C,65,85,8
DER,9,2022-05-02,D,85,105,8
DER,9,2022-05-02,D,85,105,8
DER,9,2022-05-02,D,85,105,8
DER,9,2022-05-02,D,85,105,8
DER,9,2022-05-02,D,85,105,8
DER,9,2022-05-02,D,85,105,8
DER,9,2022-05-02,D,85,105,8
DER,9,2022-05-02,D,85,105,8
DER,10,2022-05-16,A,25,45,8
DER,10,2022-05-16,A,25,45,8
DER,10,2022-05-16,A,25,45,8
DER,10,2022-05-16,A,25,45,8
DER,10,2022-05-16,A,25,45,8
DER,10,2022-05-16,A,25,45,8
DER,10,2022-05-16,A,25,45,8
DER,10,2022-05-16,A,25,45,8
DER,10,2022-05-16,B,45,65,8
DER,10,2022-05-16,B,45,65,8
DER,10,2022-05-16,B,45,65,8
DER,10,2022-05-16,B,45,65,8
DER,10,2022-05-16,B,45,65,8
DER,10,2022-05-16,B,45,65,8
DER,10,2022-05-16,B,45,65,8
DER,10,2022-05-16,B,45,65,8
DER,10,2022-05-16,C,65,85,8
DER,10,2022-05-16,C,65,85,8
DER,10,2022-05-16,C,65,85,8
DER,10,2022-05-16,C,65,85,8
DER,10,2022-05-16,C,65,85,8
DER,10,2022-05-16,C,65,85,8
DER,10,2022-05-16,C,65,85,8
DER,10,2022-05-16,C,65,85,8
DER,10,2022-05-16,D,85,105,8
DER,10,2022-05-16,D,85,105,8
DER,10,2022-05-16,D,85,105,8
DER,10,2022-05-16,D,85,105,8
DER,10,2022-05-16,D,85,105,8
DER,10,2022-05-16,D,85,105,8
DER,10,2022-05-16,D,85,105,8
DER,10,2022-05-16,D,85,105,8
F17,3,2022-02-07,A,25,65,30
F17,3,2022-02-07,A,25,65,30
F17,3,2022-02-07,A,25,65,30
F17,3,2022-02-07,A,25,65,30
F17,3,2022-02-07,A,25,65,30
F17,3,2022-02-07,A,25,65,30
F17,3,2022-02-07,A,25,65,30
F17,3,2022-02-07,A,25,65,30
F17,3,2022-02-07,A,25,65,30
F17,3,2022-02-07,A,25,65,30
F17,3,2022-02-07,A,25,65,30
F17,3,2022-02-07,A,25,65,30
F17,3,2022-02-07,A,25,65,30
F17,3,2022-02-07,A,25,65,30
F17,3,2022-02-07,A,25,65,30
F17,3,2022-02-07,A,25,65,30
F17,3,2022-02-07,A,25,65,30
F17,3,2022-02-07,A,25,65,30
F17,3,2022-02-07,A,25,65,30
F17,3,2022-02-07,A,25,65,30
F17,3,2022-02-07,A,25,65,30
F17,3,2022-02-07,A,25,65,30
F17,3,2022-02-07,A,25,65,30
F17,3,2022-02-07,A,25,65,30
F17,3,2022-02-07,A,25,65,30
F17,3,2022-02-07,A,25,65,30
F17,3,2022-02-07,A,25,65,30
F17,3,2022-02-07,A,25,65,30
F17,3,2022-02-07,A,25,65,30
F17,3,2022-02-07,A,25,65,30
F17,3,2022-02-07,B,65,105,30
F17,3,2022-02-07,B,65,105,30
F17,3,2022-02-07,B,65,105,30
F17,3,2022-02-07,B,65,105,30
F17,3,2022-02-07,B,65,105,30
F17,3,2022-02-07,B,65,105,30
F17,3,2022-02-07,B,65,105,30
F17,3,2022-02-07,B,65,105,30
F17,3,2022-02-07,B,65,105,30
F17,3,2022-02-07,B,65,105,30
F17,3,2022-02-07,B,65,105,30
F17,3,2022-02-07,B,65,105,30
F17,3,2022-02-07,B,65,105,30
F17,3,2022-02-07,B,65,105,30
F17,3,2022-02-07,B,65,105,30
F17,3,2022-02-07,B,65,105,30
F17,3,2022-02-07,B,65,105,30
F17,3,2022-02-07,B,65,105,30
F17,3,2022-02-07,B,65,105,30
F17,3,2022-02-07,B,65,105,30
F17,3,2022-02-07,B,65,105,30
F17,3,2022-02-07,B,65,105,30
F17,3,2022-02-07,B,65,105,30
F17,3,2022-02-07,B,65,105,30
F17,3,2022-02-07,B,65,105,30
F17,3,2022-02-07,B,65,105,30
F17,3,2022-02-07,B,65,105,30
F17,3,2022-02-07,B,65,105,30
F17,3,2022-02-07,B,65,105,30
F17,3,2022-02-07,B,65,105,30
F17,3,2022-02-07,C,105,145,30
F17,3,2022-02-07,C,105,145,30
F17,3,2022-02-07,C,105,145,30
F17,3,2022-02-07,C,105,145,30
F17,3,2022-02-07,C,105,145,30
F17,3,2022-02-07,C,105,145,30
F17,3,2022-02-07,C,105,145,30
F17,3,2022-02-07,C,105,145,30
F17,3,2022-02-07,C,105,145,30
F17,3,2022-02-07,C,105,145,30
F17,3,2022-02-07,C,105,145,30
F17,3,2022-02-07,C,105,145,30
F17,3,2022-02-07,C,105,145,30
F17,3,2022-02-07,C,105,145,30
F17,3,2022-02-07,C,105,145,30
F17,3,2022-02-07,C,105,145,30
F17,3,2022-02-07,C,105,145,30
F17,3,2022-02-07,C,105,145,30
F17,3,2022-02-07,C,105,145,30
F17,3,2022-02-07,C,105,145,30
F17,3,2022-02-07,C,105,145,30
F17,3,2022-02-07,C,105,145,30
F17,3,2022-02-07,C,105,145,30
F17,3,2022-02-07,C,105,145,30
F17,3,2022-02-07,C,105,145,30
F17,3,2022-02-07,C,105,145,30
F17,3,2022-02-07,C,105,145,30
F17,3,2022-02-07,C,105,145,30
F17,3,2022-02-07,C,105,145,30
F17,3,2022-02-07,C,105,145,30
F17,4,2022-02-21,A,25,65,30
F17,4,2022-02-21,A,25,65,30
F17,4,2022-02-21,A,25,65,30
F17,4,2022-02-21,A,25,65,30
F17,4,2022-02-21,A,25,65,30
F17,4,2022-02-21,A,25,65,30
F17,4,2022-02-21,A,25,65,30
F17,4,2022-02-21,A,25,65,30
F17,4,2022-02-21,A,25,65,30
F17,4,2022-02-21,A,25,65,30
F17,4,2022-02-21,A,25,65,30
F17,4,2022-02-21,A,25,65,30
F17,4,2022-02-21,A,25,65,30
F17,4,2022-02-21,A,25,65,30
F17,4,2022-02-21,A,25,65,30
F17,4,2022-02-21,A,25,65,30
F17,4,2022-02-21,A,25,65,30
F17,4,2022-02-21,A,25,65,30
F17,4,2022-02-21,A,25,65,30
F17,4,2022-02-21,A,25,65,30
F17,4,2022-02-21,A,25,65,30
F17,4,2022-02-21,A,25,65,30
F17,4,2022-02-21,A,25,65,30
F17,4,2022-02-21,A,25,65,30
F17,4,2022-02-21,A,25,65,30
F17,4,2022-02-21,A,25,65,30
F17,4,2022-02-21,A,25,65,30
F17,4,2022-02-21,A,25,65,30
F17,4,2022-02-21,A,25,65,30
F17,4,2022-02-21,A,25,65,30
F17,4,2022-02-21,B,65,105,30
F17,4,2022-02-21,B,65,105,30
F17,4,2022-02-21,B,65,105,30
F17,4,2022-02-21,B,65,105,30
F17,4,2022-02-21,B,65,105,30
F17,4,2022-02-21,B,65,105,30
F17,4,2022-02-21,B,65,105,30
F17,4,2022-02-21,B,65,105,30
F17,4,2022-02-21,B,65,105,30
F17,4,2022-02-21,B,65,105,30
F17,4,2022-02-21,B,65,105,30
F17,4,2022-02-21,B,65,105,30
F17,4,2022-02-21,B,65,105,30
F17,4,2022-02-21,B,65,105,30
F17,4,2022-02-21,B,65,105,30
F17,4,2022-02-21,B,65,105,30
F17,4,2022-02-21,B,65,105,30
F17,4,2022-02-21,B,65,105,30
F17,4,2022-02-21,B,65,105,30
F17,4,2022-02-21,B,65,105,30
F17,4,2022-02-21,B,65,105,30
F17,4,2022-02-21,B,65,105,30
F17,4,2022-02-21,B,65,105,30
F17,4,2022-02-21,B,65,105,30
F17,4,2022-02-21,B,65,105,30
F17,4,2022-02-21,B,65,105,30
F17,4,2022-02-21,B,65,105,30
F17,4,2022-02-21,B,65,105,30
F17,4,2022-02-21,B,65,105,30
F17,4,2022-02-21,B,65,105,30
F17,4,2022-02-21,C,105,145,30
F17,4,2022-02-21,C,105,145,30
F17,4,2022-02-21,C,105,145,30
F17,4,2022-02-21,C,105,145,30
F17,4,2022-02-21,C,105,145,30
F17,4,2022-02-21,C,105,145,30
F17,4,2022-02-21,C,105,145,30
F17,4,2022-02-21,C,105,145,30
F17,4,2022-02-21,C,105,145,30
F17,4,2022-02-21,C,105,145,30
F17,4,2022-02-21,C,105,145,30
F17,4,2022-02-21,C,105,145,30
F17,4,2022-02-21,C,105,145,30
F17,4,2022-02-21,C,105,145,30
F17,4,2022-02-21,C,105,145,30
F17,4,2022-02-21,C,105,145,30
F17,4,2022-02-21,C,105,145,30
F17,4,2022-02-21,C,105,145,30
F17,4,2022-02-21,C,105,145,30
F17,4,2022-02-21,C,105,145,30
F17,4,2022-02-21,C,105,145,30
F17,4,2022-02-21,C,105,145,30
F17,4,2022-02-21,C,105,145,30
F17,4,2022-02-21,C,105,145,30
F17,4,2022-02-21,C,105,145,30
F17,4,2022-02-21,C,105,145,30
F17,4,2022-02-21,C,105,145,30
F17,4,2022-02-21,C,105,145,30
F17,4,2022-02-21,C,105,145,30
F17,4,2022-02-21,C,105,145,30
F17,5,2022-03-07,A,25,65,30
F17,5,2022-03-07,A,25,65,30
F17,5,2022-03-07,A,25,65,30
F17,5,2022-03-07,A,25,65,30
F17,5,2022-03-07,A,25,65,30
F17,5,2022-03-07,A,25,65,30
F17,5,2022-03-07,A,25,65,30
F17,5,2022-03-07,A,25,65,30
F17,5,2022-03-07,A,25,65,30
F17,5,2022-03-07,A,25,65,30
F17,5,2022-03-07,A,25,65,30
F17,5,2022-03-07,A,25,65,30
F17,5,2022-03-07,A,25,65,30
F17,5,2022-03-07,A,25,65,30
F17,5,2022-03-07,A,25,65,30
F17,5,2022-03-07,A,25,65,30
F17,5,2022-03-07,A,25,65,30
F17,5,2022-03-07,A,25,65,30
F17,5,2022-03-07,A,25,65,30
F17,5,2022-03-07,A,25,65,30
F17,5,2022-03-07,A,25,65,30
F17,5,2022-03-07,A,25,65,30
F17,5,2022-03-07,A,25,65,30
F17,5,2022-03-07,A,25,65,30
F17,5,2022-03-07,A,25,65,30
F17,5,2022-03-07,A,25,65,30
F17,5,2022-03-07,A,25,65,30
F17,5,2022-03-07,A,25,65,30
F17,5,2022-03-07,A,25,65,30
F17,5,2022-03-07,A,25,65,30
F17,5,2022-03-07,B,65,105,30
F17,5,2022-03-07,B,65,105,30
F17,5,2022-03-07,B,65,105,30
F17,5,2022-03-07,B,65,105,30
F17,5,2022-03-07,B,65,105,30
F17,5,2022-03-07,B,65,105,30
F17,5,2022-03-07,B,65,105,30
F17,5,2022-03-07,B,65,105,30
F17,5,2022-03-07,B,65,105,30
F17,5,2022-03-07,B,65,105,30
F17,5,2022-03-07,B,65,105,30
F17,5,2022-03-07,B,65,105,30
F17,5,2022-03-07,B,65,105,30
F17,5,2022-03-07,B,65,105,30
F17,5,2022-03-07,B,65,105,30
F17,5,2022-03-07,B,65,105,30
F17,5,2022-03-07,B,65,105,30
F17,5,2022-03-07,B,65,105,30
F17,5,2022-03-07,B,65,105,30
F17,5,2022-03-07,B,65,105,30
F17,5,2022-03-07,B,65,105,30
F17,5,2022-03-07,B,65,105,30
F17,5,2022-03-07,B,65,105,30
F17,5,2022-03-07,B,65,105,30
F17,5,2022-03-07,B,65,105,30
F17,5,2022-03-07,B,65,105,30
F17,5,2022-03-07,B,65,105,30
F17,5,2022-03-07,B,65,105,30
F17,5,2022-03-07,B,65,105,30
F17,5,2022-03-07,B,65,105,30
F17,5,2022-03-07,C,105,145,30
F17,5,2022-03-07,C,105,145,30
F17,5,2022-03-07,C,105,145,30
F17,5,2022-03-07,C,105,145,30
F17,5,2022-03-07,C,105,145,30
F17,5,2022-03-07,C,105,145,30
F17,5,2022-03-07,C,105,145,30
F17,5,2022-03-07,C,105,145,30
F17,5,2022-03-07,C,105,145,30
F17,5,2022-03-07,C,105,145,30
F17,5,2022-03-07,C,105,145,30
F17,5,2022-03-07,C,105,145,30
F17,5,2022-03-07,C,105,145,30
F17,5,2022-03-07,C,105,145,30
F17,5,2022-03-07,C,105,145,30
F17,5,2022-03-07,C,105,145,30
F17,5,2022-03-07,C,105,145,30
F17,5,2022-03-07,C,105,145,30
F17,5,2022-03-07,C,105,145,30
F17,5,2022-03-07,C,105,145,30
F17,5,2022-03-07,C,105,145,30
F17,5,2022-03-07,C,105,145,30
F17,5,2022-03-07,C,105,145,30
F17,5,2022-03-07,C,105,145,30
F17,5,2022-03-07,C,105,145,30
F17,5,2022-03-07,C,105,145,30
F17,5,2022-03-07,C,105,145,30
F17,5,2022-03-07,C,105,145,30
F17,5,2022-03-07,C,105,145,30
F17,5,2022-03-07,C,105,145,30
F17,5,2022-03-07,D,145,185,30
F17,5,2022-03-07,D,145,185,30
F17,5,2022-03-07,D,145,185,30
F17,5,2022-03-07,D,145,185,30
F17,5,2022-03-07,D,145,185,30
F17,5,2022-03-07,D,145,185,30
F17,5,2022-03-07,D,145,185,30
F17,5,2022-03-07,D,145,185,30
F17,5,2022-03-07,D,145,185,30
F17,5,2022-03-07,D,145,185,30
F17,5,2022-03-07,D,145,185,30
F17,5,2022-03-07,D,145,185,30
F17,5,2022-03-07,D,145,185,30
F17,5,2022-03-07,D,145,185,30
F17,5,2022-03-07,D,145,185,30
F17,5,2022-03-07,D,145,185,30
F17,5,2022-03-07,D,145,185,30
F17,5,2022-03-07,D,145,185,30
F17,5,2022-03-07,D,145,185,30
F17,5,2022-03-07,D,145,185,30
F17,5,2022-03-07,D,145,185,30
F17,5,2022-03-07,D,145,185,30
F17,5,2022-03-07,D,145,185,30
F17,5,2022-03-07,D,145,185,30
F17,5,2022-03-07,D,145,185,30
F17,5,2022-03-07,D,145,185,30
F17,5,2022-03-07,D,145,185,30
F17,5,2022-03-07,D,145,185,30
F17,5,2022-03-07,D,145,185,30
F17,5,2022-03-07,D,145,185,30
F17,6,2022-03-21,A,25,65,30
F17,6,2022-03-21,A,25,65,30
F17,6,2022-03-21,A,25,65,30
F17,6,2022-03-21,A,25,65,30
F17,6,2022-03-21,A,25,65,30
F17,6,2022-03-21,A,25,65,30
F17,6,2022-03-21,A,25,65,30
F17,6,2022-03-21,A,25,65,30
F17,6,2022-03-21,A,25,65,30
F17,6,2022-03-21,A,25,65,30
F17,6,2022-03-21,A,25,65,30
F17,6,2022-03-21,A,25,65,30
F17,6,2022-03-21,A,25,65,30
F17,6,2022-03-21,A,25,65,30
F17,6,2022-03-21,A,25,65,30
F17,6,2022-03-21,A,25,65,30
F17,6,2022-03-21,A,25,65,30
F17,6,2022-03-21,A,25,65,30
F17,6,2022-03-21,A,25,65,30
F17,6,2022-03-21,A,25,65,30
F17,6,2022-03-21,A,25,65,30
F17,6,2022-03-21,A,25,65,30
F17,6,2022-03-21,A,25,65,30
F17,6,2022-03-21,A,25,65,30
F17,6,2022-03-21,A,25,65,30
F17,6,2022-03-21,A,25,65,30
F17,6,2022-03-21,A,25,65,30
F17,6,2022-03-21,A,25,65,30
F17,6,2022-03-21,A,25,65,30
F17,6,2022-03-21,A,25,65,30
F17,6,2022-03-21,B,65,105,30
F17,6,2022-03-21,B,65,105,30
F17,6,2022-03-21,B,65,105,30
F17,6,2022-03-21,B,65,105,30
F17,6,2022-03-21,B,65,105,30
F17,6,2022-03-21,B,65,105,30
F17,6,2022-03-21,B,65,105,30
F17,6,2022-03-21,B,65,105,30
F17,6,2022-03-21,B,65,105,30
F17,6,2022-03-21,B,65,105,30
F17,6,2022-03-21,B,65,105,30
F17,6,2022-03-21,B,65,105,30
F17,6,2022-03-21,B,65,105,30
F17,6,2022-03-21,B,65,105,30
F17,6,2022-03-21,B,65,105,30
F17,6,2022-03-21,B,65,105,30
F17,6,2022-03-21,B,65,105,30
F17,6,2022-03-21,B,65,105,30
F17,6,2022-03-21,B,65,105,30
F17,6,2022-03-21,B,65,105,30
F17,6,2022-03-21,B,65,105,30
F17,6,2022-03-21,B,65,105,30
F17,6,2022-03-21,B,65,105,30
F17,6,2022-03-21,B,65,105,30
F17,6,2022-03-21,B,65,105,30
F17,6,2022-03-21,B,65,105,30
F17,6,2022-03-21,B,65,105,30
F17,6,2022-03-21,B,65,105,30
F17,6,2022-03-21,B,65,105,30
F17,6,2022-03-21,B,65,105,30
F17,6,2022-03-21,C,105,145,30
F17,6,2022-03-21,C,105,145,30
F17,6,2022-03-21,C,105,145,30
F17,6,2022-03-21,C,105,145,30
F17,6,2022-03-21,C,105,145,30
F17,6,2022-03-21,C,105,145,30
F17,6,2022-03-21,C,105,145,30
F17,6,2022-03-21,C,105,145,30
F17,6,2022-03-21,C,105,145,30
F17,6,2022-03-21,C,105,145,30
F17,6,2022-03-21,C,105,145,30
F17,6,2022-03-21,C,105,145,30
F17,6,2022-03-21,C,105,145,30
F17,6,2022-03-21,C,105,145,30
F17,6,2022-03-21,C,105,145,30
F17,6,2022-03-21,C,105,145,30
F17,6,2022-03-21,C,105,145,30
F17,6,2022-03-21,C,105,145,30
F17,6,2022-03-21,C,105,145,30
F17,6,2022-03-21,C,105,145,30
F17,6,2022-03-21,C,105,145,30
F17,6,2022-03-21,C,105,145,30
F17,6,2022-03-21,C,105,145,30
F17,6,2022-03-21,C,105,145,30
F17,6,2022-03-21,C,105,145,30
F17,6,2022-03-21,C,105,145,30
F17,6,2022-03-21,C,105,145,30
F17,6,2022-03-21,C,105,145,30
F17,6,2022-03-21,C,105,145,30
F17,6,2022-03-21,C,105,145,30
F17,6,2022-03-21,D,145,185,30
F17,6,2022-03-21,D,145,185,30
F17,6,2022-03-21,D,145,185,30
F17,6,2022-03-21,D,145,185,30
F17,6,2022-03-21,D,145,185,30
F17,6,2022-03-21,D,145,185,30
F17,6,2022-03-21,D,145,185,30
F17,6,2022-03-21,D,145,185,30
F17,6,2022-03-21,D,145,185,30
F17,6,2022-03-21,D,145,185,30
F17,6,2022-03-21,D,145,185,30
F17,6,2022-03-21,D,145,185,30
F17,6,2022-03-21,D,145,185,30
F17,6,2022-03-21,D,145,185,30
F17,6,2022-03-21,D,145,185,30
F17,6,2022-03-21,D,145,185,30
F17,6,2022-03-21,D,145,185,30
F17,6,2022-03-21,D,145,185,30
F17,6,2022-03-21,D,145,185,30
F17,6,2022-03-21,D,145,185,30
F17,6,2022-03-21,D,145,185,30
F17,6,2022-03-21,D,145,185,30
F17,6,2022-03-21,D,145,185,30
F17,6,2022-03-21,D,145,185,30
F17,6,2022-03-21,D,145,185,30
F17,6,2022-03-21,D,145,185,30
F17,6,2022-03-21,D,145,185,30
F17,6,2022-03-21,D,145,185,30
F17,6,2022-03-21,D,145,185,30
F17,6,2022-03-21,D,145,185,30
F17,7,2022-04-04,A,25,65,30
F17,7,2022-04-04,A,25,65,30
F17,7,2022-04-04,A,25,65,30
F17,7,2022-04-04,A,25,65,30
F17,7,2022-04-04,A,25,65,30
F17,7,2022-04-04,A,25,65,30
F17,7,2022-04-04,A,25,65,30
F17,7,2022-04-04,A,25,65,30
F17,7,2022-04-04,A,25,65,30
F17,7,2022-04-04,A,25,65,30
F17,7,2022-04-04,A,25,65,30
F17,7,2022-04-04,A,25,65,30
F17,7,2022-04-04,A,25,65,30
F17,7,2022-04-04,A,25,65,30
F17,7,2022-04-04,A,25,65,30
F17,7,2022-04-04,A,25,65,30
F17,7,2022-04-04,A,25,65,30
F17,7,2022-04-04,A,25,65,30
F17,7,2022-04-04,A,25,65,30
F17,7,2022-04-04,A,25,65,30
F17,7,2022-04-04,A,25,65,30
F17,7,2022-04-04,A,25,65,30
F17,7,2022-04-04,A,25,65,30
F17,7,2022-04-04,A,25,65,30
F17,7,2022-04-04,A,25,65,30
F17,7,2022-04-04,A,25,65,30
F17,7,2022-04-04,A,25,65,30
F17,7,2022-04-04,A,25,65,30
F17,7,2022-04-04,A,25,65,30
F17,7,2022-04-04,A,25,65,30
F17,7,2022-04-04,B,65,105,30
F17,7,2022-04-04,B,65,105,30
F17,7,2022-04-04,B,65,105,30
F17,7,2022-04-04,B,65,105,30
F17,7,2022-04-04,B,65,105,30
F17,7,2022-04-04,B,65,105,30
F17,7,2022-04-04,B,65,105,30
F17,7,2022-04-04,B,65,105,30
F17,7,2022-04-04,B,65,105,30
F17,7,2022-04-04,B,65,105,30
F17,7,2022-04-04,B,65,105,30
F17,7,2022-04-04,B,65,105,30
F17,7,2022-04-04,B,65,105,30
F17,7,2022-04-04,B,65,105,30
F17,7,2022-04-04,B,65,105,30
F17,7,2022-04-04,B,65,105,30
F17,7,2022-04-04,B,65,105,30
F17,7,2022-04-04,B,65,105,30
F17,7,2022-04-04,B,65,105,30
F17,7,2022-04-04,B,65,105,30
F17,7,2022-04-04,B,65,105,30
F17,7,2022-04-04,B,65,105,30
F17,7,2022-04-04,B,65,105,30
F17,7,2022-04-04,B,65,105,30
F17,7,2022-04-04,B,65,105,30
F17,7,2022-04-04,B,65,105,30
F17,7,2022-04-04,B,65,105,30
F17,7,2022-04-04,B,65,105,30
F17,7,2022-04-04,B,65,105,30
F17,7,2022-04-04,B,65,105,30
F17,7,2022-04-04,C,105,145,30
F17,7,2022-04-04,C,105,145,30
F17,7,2022-04-04,C,105,145,30
F17,7,2022-04-04,C,105,145,30
F17,7,2022-04-04,C,105,145,30
